date,store_id,item_id,sales,price,promo,weekday,month
2019-07-09,store_5,item_2,49,46.48,1,1,7
2019-07-09,store_5,item_3,59,74.71,1,1,7
2019-07-09,store_5,item_4,38,95.54,0,1,7
2019-07-09,store_5,item_5,43,76.48,1,1,7
2019-07-10,store_1,item_1,45,21.3,0,2,7
2019-07-10,store_1,item_2,44,38.55,0,2,7
2019-07-10,store_1,item_3,41,82.6,0,2,7
2019-07-10,store_1,item_4,38,89.65,0,2,7
2019-07-10,store_1,item_5,37,69.38,0,2,7
2019-07-10,store_2,item_1,52,76.72,0,2,7
2019-07-10,store_2,item_2,41,37.22,0,2,7
2019-07-10,store_2,item_3,81,19.99,1,2,7
2019-07-10,store_2,item_4,48,85.11,0,2,7
2019-07-10,store_2,item_5,41,38.18,0,2,7
2019-07-10,store_3,item_1,47,59.81,0,2,7
2019-07-10,store_3,item_2,45,41.07,0,2,7
2019-07-10,store_3,item_3,46,75.51,0,2,7
2019-07-10,store_3,item_4,46,80.93,0,2,7
2019-07-10,store_3,item_5,39,55.74,0,2,7
2019-07-10,store_4,item_1,49,54.67,0,2,7
2019-07-10,store_4,item_2,45,89.27,0,2,7
2019-07-10,store_4,item_3,42,87.39,0,2,7
2019-07-10,store_4,item_4,43,60.11,0,2,7
2019-07-10,store_4,item_5,31,24.05,0,2,7
2019-07-10,store_5,item_1,43,81.45,0,2,7
2019-07-10,store_5,item_2,37,58.1,0,2,7
2019-07-10,store_5,item_3,38,93.39,0,2,7
2019-07-10,store_5,item_4,37,95.54,0,2,7
2019-07-10,store_5,item_5,33,95.6,0,2,7
2019-07-11,store_1,item_1,40,21.3,0,3,7
2019-07-11,store_1,item_2,53,30.84,1,3,7
2019-07-11,store_1,item_3,45,82.6,0,3,7
2019-07-11,store_1,item_4,38,89.65,0,3,7
2019-07-11,store_1,item_5,31,69.38,0,3,7
2019-07-11,store_2,item_1,48,76.72,0,3,7
2019-07-11,store_2,item_2,40,37.22,0,3,7
2019-07-11,store_2,item_3,44,24.99,0,3,7
2019-07-11,store_2,item_4,45,85.11,0,3,7
2019-07-11,store_2,item_5,34,38.18,0,3,7
2019-07-11,store_3,item_1,49,59.81,0,3,7
2019-07-11,store_3,item_2,37,41.07,0,3,7
2019-07-11,store_3,item_3,44,75.51,0,3,7
2019-07-11,store_3,item_4,43,80.93,0,3,7
2019-07-11,store_3,item_5,34,55.74,0,3,7
2019-07-11,store_4,item_1,40,54.67,0,3,7
2019-07-11,store_4,item_2,37,89.27,0,3,7
2019-07-11,store_4,item_3,42,87.39,0,3,7
2019-07-11,store_4,item_4,46,60.11,0,3,7
2019-07-11,store_4,item_5,28,24.05,0,3,7
2019-07-11,store_5,item_1,32,81.45,0,3,7
2019-07-11,store_5,item_2,27,58.1,0,3,7
2019-07-11,store_5,item_3,30,93.39,0,3,7
2019-07-11,store_5,item_4,39,95.54,0,3,7
2019-07-11,store_5,item_5,38,76.48,1,3,7
2019-07-12,store_1,item_1,30,21.3,0,4,7
2019-07-12,store_1,item_2,31,38.55,0,4,7
2019-07-12,store_1,item_3,32,82.6,0,4,7
2019-07-12,store_1,item_4,31,89.65,0,4,7
2019-07-12,store_1,item_5,18,69.38,0,4,7
2019-07-12,store_2,item_1,43,76.72,0,4,7
2019-07-12,store_2,item_2,35,37.22,0,4,7
2019-07-12,store_2,item_3,42,24.99,0,4,7
2019-07-12,store_2,item_4,38,85.11,0,4,7
2019-07-12,store_2,item_5,27,38.18,0,4,7
2019-07-12,store_3,item_1,36,59.81,0,4,7
2019-07-12,store_3,item_2,31,41.07,0,4,7
2019-07-12,store_3,item_3,41,75.51,0,4,7
2019-07-12,store_3,item_4,29,80.93,0,4,7
2019-07-12,store_3,item_5,26,55.74,0,4,7
2019-07-12,store_4,item_1,41,54.67,0,4,7
2019-07-12,store_4,item_2,28,89.27,0,4,7
2019-07-12,store_4,item_3,35,87.39,0,4,7
2019-07-12,store_4,item_4,33,60.11,0,4,7
2019-07-12,store_4,item_5,40,19.24,1,4,7
2019-07-12,store_5,item_1,28,81.45,0,4,7
2019-07-12,store_5,item_2,26,58.1,0,4,7
2019-07-12,store_5,item_3,44,74.71,1,4,7
2019-07-12,store_5,item_4,28,95.54,0,4,7
2019-07-12,store_5,item_5,16,95.6,0,4,7
2019-07-13,store_1,item_1,30,21.3,0,5,7
2019-07-13,store_1,item_2,26,38.55,0,5,7
2019-07-13,store_1,item_3,31,82.6,0,5,7
2019-07-13,store_1,item_4,23,89.65,0,5,7
2019-07-13,store_1,item_5,18,69.38,0,5,7
2019-07-13,store_2,item_1,40,76.72,0,5,7
2019-07-13,store_2,item_2,46,29.78,1,5,7
2019-07-13,store_2,item_3,35,24.99,0,5,7
2019-07-13,store_2,item_4,35,85.11,0,5,7
2019-07-13,store_2,item_5,26,38.18,0,5,7
2019-07-13,store_3,item_1,36,59.81,0,5,7
2019-07-13,store_3,item_2,28,41.07,0,5,7
2019-07-13,store_3,item_3,33,75.51,0,5,7
2019-07-13,store_3,item_4,24,80.93,0,5,7
2019-07-13,store_3,item_5,29,55.74,0,5,7
2019-07-13,store_4,item_1,53,43.74,1,5,7
2019-07-13,store_4,item_2,42,71.42,1,5,7
2019-07-13,store_4,item_3,28,87.39,0,5,7
2019-07-13,store_4,item_4,28,60.11,0,5,7
2019-07-13,store_4,item_5,20,24.05,0,5,7
2019-07-13,store_5,item_1,26,81.45,0,5,7
2019-07-13,store_5,item_2,27,58.1,0,5,7
2019-07-13,store_5,item_3,30,93.39,0,5,7
2019-07-13,store_5,item_4,23,95.54,0,5,7
2019-07-13,store_5,item_5,25,76.48,1,5,7
2019-07-14,store_1,item_1,27,21.3,0,6,7
2019-07-14,store_1,item_2,25,38.55,0,6,7
2019-07-14,store_1,item_3,44,66.08,1,6,7
2019-07-14,store_1,item_4,28,89.65,0,6,7
2019-07-14,store_1,item_5,22,69.38,0,6,7
2019-07-14,store_2,item_1,41,76.72,0,6,7
2019-07-14,store_2,item_2,24,37.22,0,6,7
2019-07-14,store_2,item_3,39,24.99,0,6,7
2019-07-14,store_2,item_4,39,85.11,0,6,7
2019-07-14,store_2,item_5,26,38.18,0,6,7
2019-07-14,store_3,item_1,34,59.81,0,6,7
2019-07-14,store_3,item_2,29,41.07,0,6,7
2019-07-14,store_3,item_3,34,75.51,0,6,7
2019-07-14,store_3,item_4,26,80.93,0,6,7
2019-07-14,store_3,item_5,26,55.74,0,6,7
2019-07-14,store_4,item_1,31,54.67,0,6,7
2019-07-14,store_4,item_2,25,89.27,0,6,7
2019-07-14,store_4,item_3,31,87.39,0,6,7
2019-07-14,store_4,item_4,35,60.11,0,6,7
2019-07-14,store_4,item_5,18,24.05,0,6,7
2019-07-14,store_5,item_1,23,81.45,0,6,7
2019-07-14,store_5,item_2,29,58.1,0,6,7
2019-07-14,store_5,item_3,30,93.39,0,6,7
2019-07-14,store_5,item_4,24,95.54,0,6,7
2019-07-14,store_5,item_5,30,76.48,1,6,7
2019-07-15,store_1,item_1,39,21.3,0,0,7
2019-07-15,store_1,item_2,30,38.55,0,0,7
2019-07-15,store_1,item_3,29,82.6,0,0,7
2019-07-15,store_1,item_4,32,89.65,0,0,7
2019-07-15,store_1,item_5,26,69.38,0,0,7
2019-07-15,store_2,item_1,44,76.72,0,0,7
2019-07-15,store_2,item_2,40,37.22,0,0,7
2019-07-15,store_2,item_3,41,24.99,0,0,7
2019-07-15,store_2,item_4,41,85.11,0,0,7
2019-07-15,store_2,item_5,27,38.18,0,0,7
2019-07-15,store_3,item_1,46,59.81,0,0,7
2019-07-15,store_3,item_2,39,41.07,0,0,7
2019-07-15,store_3,item_3,36,75.51,0,0,7
2019-07-15,store_3,item_4,44,80.93,0,0,7
2019-07-15,store_3,item_5,29,55.74,0,0,7
2019-07-15,store_4,item_1,44,54.67,0,0,7
2019-07-15,store_4,item_2,32,89.27,0,0,7
2019-07-15,store_4,item_3,37,87.39,0,0,7
2019-07-15,store_4,item_4,34,60.11,0,0,7
2019-07-15,store_4,item_5,26,24.05,0,0,7
2019-07-15,store_5,item_1,32,81.45,0,0,7
2019-07-15,store_5,item_2,26,58.1,0,0,7
2019-07-15,store_5,item_3,28,93.39,0,0,7
2019-07-15,store_5,item_4,28,95.54,0,0,7
2019-07-15,store_5,item_5,32,76.48,1,0,7
2019-07-16,store_1,item_1,40,21.3,0,1,7
2019-07-16,store_1,item_2,34,38.55,0,1,7
2019-07-16,store_1,item_3,34,82.6,0,1,7
2019-07-16,store_1,item_4,43,89.65,0,1,7
2019-07-16,store_1,item_5,25,69.38,0,1,7
2019-07-16,store_2,item_1,50,76.72,0,1,7
2019-07-16,store_2,item_2,42,37.22,0,1,7
2019-07-16,store_2,item_3,46,24.99,0,1,7
2019-07-16,store_2,item_4,48,85.11,0,1,7
2019-07-16,store_2,item_5,33,38.18,0,1,7
2019-07-16,store_3,item_1,69,47.85,1,1,7
2019-07-16,store_3,item_2,40,41.07,0,1,7
2019-07-16,store_3,item_3,63,60.41,1,1,7
2019-07-16,store_3,item_4,41,80.93,0,1,7
2019-07-16,store_3,item_5,31,55.74,0,1,7
2019-07-16,store_4,item_1,49,54.67,0,1,7
2019-07-16,store_4,item_2,38,89.27,0,1,7
2019-07-16,store_4,item_3,42,87.39,0,1,7
2019-07-16,store_4,item_4,37,60.11,0,1,7
2019-07-16,store_4,item_5,33,24.05,0,1,7
2019-07-16,store_5,item_1,40,81.45,0,1,7
2019-07-16,store_5,item_2,36,58.1,0,1,7
2019-07-16,store_5,item_3,38,93.39,0,1,7
2019-07-16,store_5,item_4,38,95.54,0,1,7
2019-07-16,store_5,item_5,23,95.6,0,1,7
2019-07-17,store_1,item_1,43,21.3,0,2,7
2019-07-17,store_1,item_2,36,38.55,0,2,7
2019-07-17,store_1,item_3,39,82.6,0,2,7
2019-07-17,store_1,item_4,58,71.72,1,2,7
2019-07-17,store_1,item_5,34,69.38,0,2,7
2019-07-17,store_2,item_1,51,76.72,0,2,7
2019-07-17,store_2,item_2,45,37.22,0,2,7
2019-07-17,store_2,item_3,52,24.99,0,2,7
2019-07-17,store_2,item_4,53,85.11,0,2,7
2019-07-17,store_2,item_5,36,38.18,0,2,7
2019-07-17,store_3,item_1,45,59.81,0,2,7
2019-07-17,store_3,item_2,42,41.07,0,2,7
2019-07-17,store_3,item_3,50,75.51,0,2,7
2019-07-17,store_3,item_4,46,80.93,0,2,7
2019-07-17,store_3,item_5,36,55.74,0,2,7
2019-07-17,store_4,item_1,46,54.67,0,2,7
2019-07-17,store_4,item_2,41,89.27,0,2,7
2019-07-17,store_4,item_3,70,69.91,1,2,7
2019-07-17,store_4,item_4,47,60.11,0,2,7
2019-07-17,store_4,item_5,28,24.05,0,2,7
2019-07-17,store_5,item_1,39,81.45,0,2,7
2019-07-17,store_5,item_2,36,58.1,0,2,7
2019-07-17,store_5,item_3,29,93.39,0,2,7
2019-07-17,store_5,item_4,40,95.54,0,2,7
2019-07-17,store_5,item_5,24,95.6,0,2,7
2019-07-18,store_1,item_1,39,21.3,0,3,7
2019-07-18,store_1,item_2,34,38.55,0,3,7
2019-07-18,store_1,item_3,40,82.6,0,3,7
2019-07-18,store_1,item_4,37,89.65,0,3,7
2019-07-18,store_1,item_5,30,69.38,0,3,7
2019-07-18,store_2,item_1,46,76.72,0,3,7
2019-07-18,store_2,item_2,39,37.22,0,3,7
2019-07-18,store_2,item_3,43,24.99,0,3,7
2019-07-18,store_2,item_4,44,85.11,0,3,7
2019-07-18,store_2,item_5,38,38.18,0,3,7
2019-07-18,store_3,item_1,43,59.81,0,3,7
2019-07-18,store_3,item_2,32,41.07,0,3,7
2019-07-18,store_3,item_3,49,75.51,0,3,7
2019-07-18,store_3,item_4,41,80.93,0,3,7
2019-07-18,store_3,item_5,34,55.74,0,3,7
2019-07-18,store_4,item_1,41,54.67,0,3,7
2019-07-18,store_4,item_2,33,89.27,0,3,7
2019-07-18,store_4,item_3,37,87.39,0,3,7
2019-07-18,store_4,item_4,38,60.11,0,3,7
2019-07-18,store_4,item_5,28,24.05,0,3,7
2019-07-18,store_5,item_1,30,81.45,0,3,7
2019-07-18,store_5,item_2,34,58.1,0,3,7
2019-07-18,store_5,item_3,36,93.39,0,3,7
2019-07-18,store_5,item_4,32,95.54,0,3,7
2019-07-18,store_5,item_5,25,95.6,0,3,7
2019-07-19,store_1,item_1,31,21.3,0,4,7
2019-07-19,store_1,item_2,27,38.55,0,4,7
2019-07-19,store_1,item_3,34,82.6,0,4,7
2019-07-19,store_1,item_4,26,89.65,0,4,7
2019-07-19,store_1,item_5,24,69.38,0,4,7
2019-07-19,store_2,item_1,41,76.72,0,4,7
2019-07-19,store_2,item_2,35,37.22,0,4,7
2019-07-19,store_2,item_3,36,24.99,0,4,7
2019-07-19,store_2,item_4,40,85.11,0,4,7
2019-07-19,store_2,item_5,25,38.18,0,4,7
2019-07-19,store_3,item_1,39,59.81,0,4,7
2019-07-19,store_3,item_2,34,41.07,0,4,7
2019-07-19,store_3,item_3,40,75.51,0,4,7
2019-07-19,store_3,item_4,37,80.93,0,4,7
2019-07-19,store_3,item_5,29,55.74,0,4,7
2019-07-19,store_4,item_1,33,54.67,0,4,7
2019-07-19,store_4,item_2,29,89.27,0,4,7
2019-07-19,store_4,item_3,33,87.39,0,4,7
2019-07-19,store_4,item_4,34,60.11,0,4,7
2019-07-19,store_4,item_5,25,24.05,0,4,7
2019-07-19,store_5,item_1,27,81.45,0,4,7
2019-07-19,store_5,item_2,25,58.1,0,4,7
2019-07-19,store_5,item_3,33,93.39,0,4,7
2019-07-19,store_5,item_4,26,95.54,0,4,7
2019-07-19,store_5,item_5,23,95.6,0,4,7
2019-07-20,store_1,item_1,30,21.3,0,5,7
2019-07-20,store_1,item_2,23,38.55,0,5,7
2019-07-20,store_1,item_3,30,82.6,0,5,7
2019-07-20,store_1,item_4,27,89.65,0,5,7
2019-07-20,store_1,item_5,24,69.38,0,5,7
2019-07-20,store_2,item_1,33,76.72,0,5,7
2019-07-20,store_2,item_2,32,37.22,0,5,7
2019-07-20,store_2,item_3,34,24.99,0,5,7
2019-07-20,store_2,item_4,36,85.11,0,5,7
2019-07-20,store_2,item_5,30,38.18,0,5,7
2019-07-20,store_3,item_1,31,59.81,0,5,7
2019-07-20,store_3,item_2,28,41.07,0,5,7
2019-07-20,store_3,item_3,32,75.51,0,5,7
2019-07-20,store_3,item_4,28,80.93,0,5,7
2019-07-20,store_3,item_5,20,55.74,0,5,7
2019-07-20,store_4,item_1,32,54.67,0,5,7
2019-07-20,store_4,item_2,28,89.27,0,5,7
2019-07-20,store_4,item_3,31,87.39,0,5,7
2019-07-20,store_4,item_4,43,48.09,1,5,7
2019-07-20,store_4,item_5,35,19.24,1,5,7
2019-07-20,store_5,item_1,40,65.16,1,5,7
2019-07-20,store_5,item_2,25,46.48,1,5,7
2019-07-20,store_5,item_3,22,93.39,0,5,7
2019-07-20,store_5,item_4,25,95.54,0,5,7
2019-07-20,store_5,item_5,17,95.6,0,5,7
2019-07-21,store_1,item_1,28,21.3,0,6,7
2019-07-21,store_1,item_2,35,30.84,1,6,7
2019-07-21,store_1,item_3,26,82.6,0,6,7
2019-07-21,store_1,item_4,26,89.65,0,6,7
2019-07-21,store_1,item_5,22,69.38,0,6,7
2019-07-21,store_2,item_1,56,61.38,1,6,7
2019-07-21,store_2,item_2,32,37.22,0,6,7
2019-07-21,store_2,item_3,35,24.99,0,6,7
2019-07-21,store_2,item_4,38,85.11,0,6,7
2019-07-21,store_2,item_5,23,38.18,0,6,7
2019-07-21,store_3,item_1,33,59.81,0,6,7
2019-07-21,store_3,item_2,27,41.07,0,6,7
2019-07-21,store_3,item_3,51,60.41,1,6,7
2019-07-21,store_3,item_4,31,80.93,0,6,7
2019-07-21,store_3,item_5,27,55.74,0,6,7
2019-07-21,store_4,item_1,28,54.67,0,6,7
2019-07-21,store_4,item_2,25,89.27,0,6,7
2019-07-21,store_4,item_3,35,87.39,0,6,7
2019-07-21,store_4,item_4,46,48.09,1,6,7
2019-07-21,store_4,item_5,23,24.05,0,6,7
2019-07-21,store_5,item_1,29,81.45,0,6,7
2019-07-21,store_5,item_2,23,58.1,0,6,7
2019-07-21,store_5,item_3,29,93.39,0,6,7
2019-07-21,store_5,item_4,29,95.54,0,6,7
2019-07-21,store_5,item_5,22,95.6,0,6,7
2019-07-22,store_1,item_1,37,21.3,0,0,7
2019-07-22,store_1,item_2,25,38.55,0,0,7
2019-07-22,store_1,item_3,38,82.6,0,0,7
2019-07-22,store_1,item_4,30,89.65,0,0,7
2019-07-22,store_1,item_5,38,55.5,1,0,7
2019-07-22,store_2,item_1,43,76.72,0,0,7
2019-07-22,store_2,item_2,41,37.22,0,0,7
2019-07-22,store_2,item_3,42,24.99,0,0,7
2019-07-22,store_2,item_4,36,85.11,0,0,7
2019-07-22,store_2,item_5,29,38.18,0,0,7
2019-07-22,store_3,item_1,40,59.81,0,0,7
2019-07-22,store_3,item_2,34,41.07,0,0,7
2019-07-22,store_3,item_3,39,75.51,0,0,7
2019-07-22,store_3,item_4,36,80.93,0,0,7
2019-07-22,store_3,item_5,27,55.74,0,0,7
2019-07-22,store_4,item_1,38,54.67,0,0,7
2019-07-22,store_4,item_2,31,89.27,0,0,7
2019-07-22,store_4,item_3,32,87.39,0,0,7
2019-07-22,store_4,item_4,38,60.11,0,0,7
2019-07-22,store_4,item_5,39,19.24,1,0,7
2019-07-22,store_5,item_1,27,81.45,0,0,7
2019-07-22,store_5,item_2,29,58.1,0,0,7
2019-07-22,store_5,item_3,30,93.39,0,0,7
2019-07-22,store_5,item_4,33,95.54,0,0,7
2019-07-22,store_5,item_5,22,95.6,0,0,7
2019-07-23,store_1,item_1,36,21.3,0,1,7
2019-07-23,store_1,item_2,54,30.84,1,1,7
2019-07-23,store_1,item_3,36,82.6,0,1,7
2019-07-23,store_1,item_4,46,89.65,0,1,7
2019-07-23,store_1,item_5,33,69.38,0,1,7
2019-07-23,store_2,item_1,51,76.72,0,1,7
2019-07-23,store_2,item_2,42,37.22,0,1,7
2019-07-23,store_2,item_3,49,24.99,0,1,7
2019-07-23,store_2,item_4,48,85.11,0,1,7
2019-07-23,store_2,item_5,29,38.18,0,1,7
2019-07-23,store_3,item_1,44,59.81,0,1,7
2019-07-23,store_3,item_2,36,41.07,0,1,7
2019-07-23,store_3,item_3,43,75.51,0,1,7
2019-07-23,store_3,item_4,46,80.93,0,1,7
2019-07-23,store_3,item_5,33,55.74,0,1,7
2019-07-23,store_4,item_1,45,54.67,0,1,7
2019-07-23,store_4,item_2,33,89.27,0,1,7
2019-07-23,store_4,item_3,38,87.39,0,1,7
2019-07-23,store_4,item_4,38,60.11,0,1,7
2019-07-23,store_4,item_5,30,24.05,0,1,7
2019-07-23,store_5,item_1,39,81.45,0,1,7
2019-07-23,store_5,item_2,31,58.1,0,1,7
2019-07-23,store_5,item_3,36,93.39,0,1,7
2019-07-23,store_5,item_4,33,95.54,0,1,7
2019-07-23,store_5,item_5,31,95.6,0,1,7
2019-07-24,store_1,item_1,41,21.3,0,2,7
2019-07-24,store_1,item_2,41,38.55,0,2,7
2019-07-24,store_1,item_3,40,82.6,0,2,7
2019-07-24,store_1,item_4,37,89.65,0,2,7
2019-07-24,store_1,item_5,32,69.38,0,2,7
2019-07-24,store_2,item_1,73,61.38,1,2,7
2019-07-24,store_2,item_2,43,37.22,0,2,7
2019-07-24,store_2,item_3,48,24.99,0,2,7
2019-07-24,store_2,item_4,46,85.11,0,2,7
2019-07-24,store_2,item_5,41,38.18,0,2,7
2019-07-24,store_3,item_1,49,59.81,0,2,7
2019-07-24,store_3,item_2,36,41.07,0,2,7
2019-07-24,store_3,item_3,48,75.51,0,2,7
2019-07-24,store_3,item_4,70,64.75,1,2,7
2019-07-24,store_3,item_5,31,55.74,0,2,7
2019-07-24,store_4,item_1,44,54.67,0,2,7
2019-07-24,store_4,item_2,40,89.27,0,2,7
2019-07-24,store_4,item_3,43,87.39,0,2,7
2019-07-24,store_4,item_4,38,60.11,0,2,7
2019-07-24,store_4,item_5,33,24.05,0,2,7
2019-07-24,store_5,item_1,54,65.16,1,2,7
2019-07-24,store_5,item_2,34,58.1,0,2,7
2019-07-24,store_5,item_3,38,93.39,0,2,7
2019-07-24,store_5,item_4,31,95.54,0,2,7
2019-07-24,store_5,item_5,27,95.6,0,2,7
2019-07-25,store_1,item_1,61,17.04,1,3,7
2019-07-25,store_1,item_2,35,38.55,0,3,7
2019-07-25,store_1,item_3,36,82.6,0,3,7
2019-07-25,store_1,item_4,34,89.65,0,3,7
2019-07-25,store_1,item_5,24,69.38,0,3,7
2019-07-25,store_2,item_1,45,76.72,0,3,7
2019-07-25,store_2,item_2,40,37.22,0,3,7
2019-07-25,store_2,item_3,42,24.99,0,3,7
2019-07-25,store_2,item_4,41,85.11,0,3,7
2019-07-25,store_2,item_5,25,38.18,0,3,7
2019-07-25,store_3,item_1,41,59.81,0,3,7
2019-07-25,store_3,item_2,31,41.07,0,3,7
2019-07-25,store_3,item_3,66,60.41,1,3,7
2019-07-25,store_3,item_4,36,80.93,0,3,7
2019-07-25,store_3,item_5,35,55.74,0,3,7
2019-07-25,store_4,item_1,40,54.67,0,3,7
2019-07-25,store_4,item_2,35,89.27,0,3,7
2019-07-25,store_4,item_3,42,87.39,0,3,7
2019-07-25,store_4,item_4,37,60.11,0,3,7
2019-07-25,store_4,item_5,33,24.05,0,3,7
2019-07-25,store_5,item_1,35,81.45,0,3,7
2019-07-25,store_5,item_2,29,58.1,0,3,7
2019-07-25,store_5,item_3,26,93.39,0,3,7
2019-07-25,store_5,item_4,39,95.54,0,3,7
2019-07-25,store_5,item_5,22,95.6,0,3,7
2019-07-26,store_1,item_1,28,21.3,0,4,7
2019-07-26,store_1,item_2,22,38.55,0,4,7
2019-07-26,store_1,item_3,30,82.6,0,4,7
2019-07-26,store_1,item_4,32,89.65,0,4,7
2019-07-26,store_1,item_5,24,69.38,0,4,7
2019-07-26,store_2,item_1,36,76.72,0,4,7
2019-07-26,store_2,item_2,35,37.22,0,4,7
2019-07-26,store_2,item_3,43,24.99,0,4,7
2019-07-26,store_2,item_4,37,85.11,0,4,7
2019-07-26,store_2,item_5,25,38.18,0,4,7
2019-07-26,store_3,item_1,39,59.81,0,4,7
2019-07-26,store_3,item_2,35,41.07,0,4,7
2019-07-26,store_3,item_3,33,75.51,0,4,7
2019-07-26,store_3,item_4,34,80.93,0,4,7
2019-07-26,store_3,item_5,23,55.74,0,4,7
2019-07-26,store_4,item_1,33,54.67,0,4,7
2019-07-26,store_4,item_2,26,89.27,0,4,7
2019-07-26,store_4,item_3,50,69.91,1,4,7
2019-07-26,store_4,item_4,32,60.11,0,4,7
2019-07-26,store_4,item_5,25,24.05,0,4,7
2019-07-26,store_5,item_1,27,81.45,0,4,7
2019-07-26,store_5,item_2,25,58.1,0,4,7
2019-07-26,store_5,item_3,25,93.39,0,4,7
2019-07-26,store_5,item_4,22,95.54,0,4,7
2019-07-26,store_5,item_5,20,95.6,0,4,7
2019-07-27,store_1,item_1,25,21.3,0,5,7
2019-07-27,store_1,item_2,25,38.55,0,5,7
2019-07-27,store_1,item_3,30,82.6,0,5,7
2019-07-27,store_1,item_4,23,89.65,0,5,7
2019-07-27,store_1,item_5,17,69.38,0,5,7
2019-07-27,store_2,item_1,40,76.72,0,5,7
2019-07-27,store_2,item_2,28,37.22,0,5,7
2019-07-27,store_2,item_3,46,19.99,1,5,7
2019-07-27,store_2,item_4,32,85.11,0,5,7
2019-07-27,store_2,item_5,22,38.18,0,5,7
2019-07-27,store_3,item_1,27,59.81,0,5,7
2019-07-27,store_3,item_2,31,41.07,0,5,7
2019-07-27,store_3,item_3,33,75.51,0,5,7
2019-07-27,store_3,item_4,32,80.93,0,5,7
2019-07-27,store_3,item_5,28,55.74,0,5,7
2019-07-27,store_4,item_1,28,54.67,0,5,7
2019-07-27,store_4,item_2,23,89.27,0,5,7
2019-07-27,store_4,item_3,28,87.39,0,5,7
2019-07-27,store_4,item_4,31,60.11,0,5,7
2019-07-27,store_4,item_5,18,24.05,0,5,7
2019-07-27,store_5,item_1,25,81.45,0,5,7
2019-07-27,store_5,item_2,24,58.1,0,5,7
2019-07-27,store_5,item_3,21,93.39,0,5,7
2019-07-27,store_5,item_4,20,95.54,0,5,7
2019-07-27,store_5,item_5,21,95.6,0,5,7
2019-07-28,store_1,item_1,30,21.3,0,6,7
2019-07-28,store_1,item_2,27,38.55,0,6,7
2019-07-28,store_1,item_3,25,82.6,0,6,7
2019-07-28,store_1,item_4,28,89.65,0,6,7
2019-07-28,store_1,item_5,22,69.38,0,6,7
2019-07-28,store_2,item_1,34,76.72,0,6,7
2019-07-28,store_2,item_2,32,37.22,0,6,7
2019-07-28,store_2,item_3,38,24.99,0,6,7
2019-07-28,store_2,item_4,33,85.11,0,6,7
2019-07-28,store_2,item_5,27,38.18,0,6,7
2019-07-28,store_3,item_1,33,59.81,0,6,7
2019-07-28,store_3,item_2,29,41.07,0,6,7
2019-07-28,store_3,item_3,36,75.51,0,6,7
2019-07-28,store_3,item_4,31,80.93,0,6,7
2019-07-28,store_3,item_5,35,44.59,1,6,7
2019-07-28,store_4,item_1,29,54.67,0,6,7
2019-07-28,store_4,item_2,21,89.27,0,6,7
2019-07-28,store_4,item_3,29,87.39,0,6,7
2019-07-28,store_4,item_4,26,60.11,0,6,7
2019-07-28,store_4,item_5,21,24.05,0,6,7
2019-07-28,store_5,item_1,36,65.16,1,6,7
2019-07-28,store_5,item_2,22,58.1,0,6,7
2019-07-28,store_5,item_3,27,93.39,0,6,7
2019-07-28,store_5,item_4,22,95.54,0,6,7
2019-07-28,store_5,item_5,18,95.6,0,6,7
2019-07-29,store_1,item_1,34,21.3,0,0,7
2019-07-29,store_1,item_2,27,38.55,0,0,7
2019-07-29,store_1,item_3,28,82.6,0,0,7
2019-07-29,store_1,item_4,33,89.65,0,0,7
2019-07-29,store_1,item_5,25,69.38,0,0,7
2019-07-29,store_2,item_1,38,76.72,0,0,7
2019-07-29,store_2,item_2,34,37.22,0,0,7
2019-07-29,store_2,item_3,34,24.99,0,0,7
2019-07-29,store_2,item_4,58,68.09,1,0,7
2019-07-29,store_2,item_5,30,38.18,0,0,7
2019-07-29,store_3,item_1,37,59.81,0,0,7
2019-07-29,store_3,item_2,55,32.86,1,0,7
2019-07-29,store_3,item_3,38,75.51,0,0,7
2019-07-29,store_3,item_4,29,80.93,0,0,7
2019-07-29,store_3,item_5,22,55.74,0,0,7
2019-07-29,store_4,item_1,36,54.67,0,0,7
2019-07-29,store_4,item_2,29,89.27,0,0,7
2019-07-29,store_4,item_3,39,87.39,0,0,7
2019-07-29,store_4,item_4,35,60.11,0,0,7
2019-07-29,store_4,item_5,27,24.05,0,0,7
2019-07-29,store_5,item_1,46,65.16,1,0,7
2019-07-29,store_5,item_2,24,58.1,0,0,7
2019-07-29,store_5,item_3,27,93.39,0,0,7
2019-07-29,store_5,item_4,32,95.54,0,0,7
2019-07-29,store_5,item_5,25,95.6,0,0,7
2019-07-30,store_1,item_1,39,21.3,0,1,7
2019-07-30,store_1,item_2,34,38.55,0,1,7
2019-07-30,store_1,item_3,56,66.08,1,1,7
2019-07-30,store_1,item_4,37,89.65,0,1,7
2019-07-30,store_1,item_5,23,69.38,0,1,7
2019-07-30,store_2,item_1,45,76.72,0,1,7
2019-07-30,store_2,item_2,41,37.22,0,1,7
2019-07-30,store_2,item_3,47,24.99,0,1,7
2019-07-30,store_2,item_4,44,85.11,0,1,7
2019-07-30,store_2,item_5,54,30.54,1,1,7
2019-07-30,store_3,item_1,37,59.81,0,1,7
2019-07-30,store_3,item_2,43,41.07,0,1,7
2019-07-30,store_3,item_3,47,75.51,0,1,7
